LIMIT_BAL,MARRIAGE,EDUCATION,SEX,AGE,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3
360000.0,1,1,2,38,0,0,0,303.0,0.0,0.0,0.0,0.0,0.0
240000.0,1,1,2,38,0,0,0,11511.0,4670.0,17480.0,4670.0,17480.0,0.0
80000.0,1,1,2,44,0,0,0,17815.0,15140.0,140.0,5000.0,5000.0,3100.0
50000.0,1,1,2,38,0,0,0,53540.0,53321.0,49263.0,1066.0,50045.0,992.0
160000.0,1,1,2,39,2,2,2,60210.0,60755.0,59180.0,2120.0,0.0,4611.0
20000.0,1,1,2,38,2,0,0,19322.0,19004.0,19558.0,1640.0,1589.0,1000.0
50000.0,1,1,2,38,0,0,0,50537.0,49556.0,49902.0,2110.0,1456.0,1360.0
80000.0,1,1,2,34,0,0,0,17442.0,15948.0,17118.0,2000.0,6000.0,500.0
260000.0,1,1,2,38,0,0,0,6500.0,0.0,0.0,0.0,0.0,2223.0
80000.0,1,1,2,40,0,0,0,35908.0,29995.0,27297.0,1318.0,1200.0,2000.0
50000.0,1,1,2,42,0,0,0,23755.0,21772.0,22541.0,2049.0,5000.0,1500.0
60000.0,1,1,2,38,0,0,0,0.0,0.0,0.0,10785.0,0.0,0.0
320000.0,1,1,2,36,0,0,0,9061.0,7809.0,5238.0,7935.0,5238.0,8594.0
160000.0,1,1,2,37,0,0,0,-707.0,-2697.0,2303.0,0.0,5000.0,5000.0
80000.0,1,1,2,34,0,0,0,1460.0,4337.0,0.0,4507.0,999.0,2649.0
80000.0,1,1,2,37,2,0,0,726.0,15400.0,15000.0,15400.0,0.0,0.0
20000.0,1,1,2,35,0,2,0,18686.0,18877.0,19252.0,800.0,682.0,701.0
220000.0,1,1,2,40,0,0,0,8300.0,1590.0,1341.0,1590.0,1341.0,8171.0
120000.0,1,1,2,43,2,0,0,120084.0,122250.0,70901.0,5700.0,2964.0,1527.0
280000.0,1,1,2,37,0,0,0,-26.0,-26.0,-26.0,0.0,0.0,5320.0
100000.0,1,1,2,39,0,0,0,60464.0,61956.0,63228.0,2500.0,2300.0,2350.0
240000.0,1,1,2,36,0,0,0,181461.0,186160.0,191355.0,10009.0,10014.0,8500.0
200000.0,1,1,2,40,0,0,0,13921.0,14943.0,14692.0,1528.0,500.0,528.0
110000.0,1,1,2,38,0,0,0,84584.0,60379.0,64369.0,3000.0,5000.0,4000.0
200000.0,1,1,2,39,0,0,0,8611.0,15818.0,21813.0,8000.0,10000.0,10000.0
50000.0,1,1,2,40,2,0,0,21799.0,23130.0,24432.0,1698.0,2000.0,3000.0
360000.0,1,1,2,39,0,0,0,16419.0,12932.0,91329.0,6032.0,99578.0,2507.0
80000.0,1,1,2,38,0,0,0,51932.0,0.0,2165.0,0.0,2165.0,39881.0
200000.0,1,1,2,42,0,0,0,165.0,1295.0,0.0,1295.0,0.0,0.0
160000.0,1,1,2,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,1,2,39,2,0,0,16975.0,17651.0,17603.0,1400.0,352.0,1139.0
130000.0,1,1,2,33,0,0,0,90999.0,94519.0,97939.0,5000.0,5000.0,5000.0
240000.0,1,1,2,35,0,0,0,183744.0,168683.0,155064.0,6017.0,6900.0,5250.0
230000.0,1,1,2,35,0,0,0,64621.0,65380.0,66520.0,2515.0,2370.0,2180.0
360000.0,1,1,2,35,0,0,0,40.0,175512.0,74334.0,175539.0,1372.0,0.0
180000.0,1,1,2,35,0,0,0,130975.0,135592.0,107315.0,7000.0,5200.0,2000.0
250000.0,1,1,2,39,0,0,0,199834.0,200957.0,205454.0,7335.0,8871.0,8055.0
180000.0,1,1,2,35,0,0,0,47603.0,48705.0,50140.0,5705.0,3003.0,10607.0
430000.0,1,1,2,36,0,0,0,207118.0,202412.0,207496.0,8000.0,12000.0,50000.0
100000.0,1,1,2,43,0,0,0,4490.0,4056.0,10782.0,4066.0,10900.0,3196.0
270000.0,1,1,2,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,1,2,38,0,0,0,3448.0,-202.0,-202.0,202.0,0.0,1152.0
360000.0,1,1,2,38,0,0,0,14118.0,38645.0,5235.0,38722.0,5235.0,4710.0
550000.0,1,1,2,41,0,0,0,67806.0,66328.0,26422.0,2577.0,2169.0,1000.0
170000.0,1,1,2,37,0,0,0,186183.0,164405.0,93983.0,7000.0,5215.0,3500.0
160000.0,1,1,2,38,0,0,0,83960.0,61589.0,58702.0,3000.0,2000.0,2000.0
200000.0,1,1,2,36,0,0,0,189104.0,183255.0,147612.0,7000.0,5500.0,6000.0
10000.0,1,1,2,34,2,2,0,8852.0,8297.0,8792.0,1000.0,1000.0,1000.0
230000.0,1,1,2,35,0,0,0,949.0,2864.0,933.0,2873.0,933.0,0.0
360000.0,1,1,2,42,0,0,0,-11.0,-11.0,-11.0,0.0,0.0,0.0
450000.0,3,1,2,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,1,2,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,1,2,30,0,0,0,18993.0,19973.0,20081.0,1300.0,700.0,800.0
100000.0,1,1,2,39,0,0,0,34457.0,30036.0,30337.0,1799.0,1100.0,1150.0
440000.0,1,1,2,31,0,0,0,11061.0,19669.0,18613.0,19669.0,33152.0,0.0
150000.0,1,1,2,33,0,0,0,249205.0,245393.0,29526.0,8000.0,5000.0,6800.0
40000.0,1,1,2,34,0,0,0,32663.0,33813.0,34952.0,2000.0,2000.0,2500.0
60000.0,1,1,2,33,0,0,0,28781.0,29219.0,29036.0,1760.0,1200.0,1500.0
70000.0,1,1,2,34,0,0,0,25085.0,25282.0,21858.0,1819.0,509.0,539.0
250000.0,1,1,2,37,0,0,0,114954.0,116608.0,120564.0,5000.0,5900.0,4400.0
80000.0,1,1,2,40,0,0,2,8686.0,11628.0,12008.0,3100.0,1000.0,0.0
50000.0,1,1,2,43,0,0,0,15898.0,16862.0,16110.0,1551.0,579.0,3000.0
50000.0,1,1,2,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,1,2,42,3,2,0,5965.0,2417.0,1616.0,0.0,0.0,0.0
150000.0,1,1,2,36,0,0,0,115349.0,109765.0,101179.0,5019.0,4588.0,4500.0
80000.0,1,1,2,34,0,0,0,333.0,333.0,333.0,333.0,333.0,0.0
50000.0,1,1,2,37,0,0,0,13324.0,14403.0,15460.0,1300.0,1300.0,600.0
200000.0,1,1,2,39,0,0,0,3959.0,13868.0,4094.0,13909.0,4106.0,2253.0
200000.0,1,1,2,35,0,0,0,49007.0,11095.0,0.0,11095.0,0.0,0.0
50000.0,1,1,2,40,0,0,0,35552.0,31512.0,25361.0,2000.0,2000.0,2000.0
70000.0,1,1,2,38,0,0,0,38209.0,27874.0,28439.0,2000.0,955.0,3000.0
150000.0,1,1,2,35,0,0,0,3782.0,316.0,5469.0,316.0,5469.0,3360.0
50000.0,1,1,2,37,2,0,0,16041.0,12151.0,4963.0,1505.0,2000.0,0.0
200000.0,1,1,2,37,0,0,0,94085.0,96174.0,98116.0,4500.0,4438.0,3900.0
130000.0,1,1,2,34,0,0,0,125283.0,120957.0,41771.0,3085.0,1493.0,1548.0
250000.0,1,1,2,37,0,0,0,1666.0,3572.0,76552.0,3597.0,76552.0,100566.0
360000.0,1,1,2,36,2,2,0,1448.0,0.0,0.0,0.0,0.0,0.0
300000.0,1,1,2,38,0,0,0,49833.0,49831.0,51818.0,5000.0,5000.0,5000.0
460000.0,1,1,2,36,0,0,0,427584.0,373370.0,285926.0,15481.0,10000.0,9072.0
50000.0,1,1,2,38,0,0,0,50621.0,49326.0,29584.0,2155.0,1086.0,19001.0
50000.0,1,1,2,36,0,0,0,39548.0,39490.0,38801.0,1770.0,1148.0,1174.0
20000.0,1,1,2,34,0,0,0,15121.0,16472.0,18087.0,1600.0,2200.0,0.0
420000.0,1,1,2,38,0,0,0,24830.0,25419.0,10951.0,1174.0,1133.0,291.0
170000.0,1,1,2,43,0,0,0,17927.0,18800.0,17647.0,1196.0,544.0,563.0
70000.0,1,1,2,35,0,0,2,31377.0,31420.0,30940.0,6000.0,1125.0,1300.0
90000.0,1,1,2,37,0,0,0,5798.0,15112.0,0.0,15114.0,0.0,0.0
240000.0,1,1,2,39,0,0,0,222096.0,220129.0,217549.0,6830.0,6700.0,6400.0
60000.0,1,1,2,44,2,2,0,30321.0,31018.0,32193.0,1500.0,2000.0,2700.0
160000.0,1,1,2,33,0,0,0,153702.0,156778.0,148292.0,7054.0,6511.0,4500.0
120000.0,1,1,2,37,3,2,2,12548.0,12056.0,13958.0,0.0,2400.0,100.0
50000.0,1,1,2,42,0,0,0,41382.0,36995.0,17726.0,1117.0,4749.0,500.0
210000.0,1,1,2,41,0,2,0,165227.0,161427.0,164860.0,0.0,5666.0,24886.0
140000.0,1,1,2,39,0,0,0,111679.0,113921.0,114348.0,5600.0,4500.0,4200.0
350000.0,1,1,2,36,0,0,0,2906.0,1000.0,630.0,1000.0,630.0,0.0
80000.0,1,1,2,37,0,0,0,1063.0,390.0,741.0,390.0,741.0,390.0
30000.0,1,1,2,35,0,0,0,30536.0,30162.0,29819.0,1200.0,637.0,2000.0
130000.0,1,1,2,32,0,0,0,32582.0,33328.0,34310.0,1559.0,1541.0,1290.0
150000.0,1,1,2,38,2,2,2,128860.0,131426.0,132703.0,6100.0,4900.0,0.0
110000.0,1,1,2,40,0,0,0,90517.0,78484.0,74652.0,3500.0,3000.0,3000.0
90000.0,1,1,2,40,2,2,0,7500.0,0.0,0.0,0.0,0.0,0.0
80000.0,1,1,2,39,0,0,0,76660.0,46137.0,48218.0,2200.0,3207.0,2000.0
20000.0,1,1,2,38,0,0,0,14711.0,15462.0,16004.0,1300.0,800.0,605.0
220000.0,1,1,2,39,0,0,0,11004.0,8392.0,10887.0,3392.0,4000.0,6542.0
120000.0,1,1,2,39,0,2,0,780.0,390.0,390.0,0.0,390.0,390.0
120000.0,1,1,2,35,0,0,0,113869.0,116110.0,111978.0,5498.0,5500.0,4000.0
60000.0,1,1,2,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110000.0,1,1,2,35,0,0,0,92303.0,92114.0,70057.0,3200.0,2500.0,1600.0
100000.0,1,1,2,43,0,0,0,390.0,0.0,780.0,0.0,780.0,0.0
100000.0,1,1,2,37,0,0,0,390.0,0.0,944.0,0.0,944.0,0.0
170000.0,1,1,2,40,0,0,0,33711.0,21660.0,23307.0,5000.0,6538.0,4167.0
90000.0,1,1,2,40,0,0,0,64135.0,46678.0,85156.0,1997.0,1995.0,1686.0
30000.0,1,1,2,36,0,0,0,30470.0,30147.0,26030.0,1420.0,913.0,700.0
10000.0,1,1,2,40,0,0,0,8504.0,8162.0,6978.0,1000.0,186.0,0.0
500000.0,1,1,2,33,0,0,0,14979.0,26089.0,13333.0,27243.0,1000.0,13256.0
180000.0,1,1,2,35,0,0,0,35300.0,1000.0,0.0,1000.0,0.0,0.0
90000.0,1,1,2,38,0,0,0,88238.0,83204.0,81645.0,3200.0,3000.0,5000.0
270000.0,1,1,2,42,0,0,0,274870.0,258759.0,225454.0,10050.0,8370.0,8510.0
300000.0,1,1,2,30,0,0,0,12893.0,10841.0,11900.0,1000.0,1059.0,0.0
10000.0,1,1,2,35,0,0,0,9968.0,9385.0,5163.0,2000.0,2009.0,0.0
200000.0,1,1,2,41,0,0,0,24325.0,40258.0,15103.0,40265.0,15159.0,14079.0
80000.0,1,1,2,33,0,0,2,39695.0,42372.0,41393.0,3650.0,0.0,1700.0
90000.0,1,1,2,38,2,2,2,92898.0,92860.0,88533.0,2400.0,1000.0,4000.0
260000.0,1,1,2,38,0,0,0,244619.0,127074.0,14.0,6500.0,0.0,124479.0
20000.0,1,1,2,34,2,0,0,19238.0,20205.0,19588.0,1302.0,685.0,748.0
80000.0,1,1,2,37,0,0,0,48823.0,41495.0,36733.0,1701.0,1439.0,980.0
180000.0,1,1,2,37,0,0,0,123150.0,0.0,0.0,0.0,0.0,0.0
210000.0,1,1,2,34,0,0,0,188955.0,183774.0,152509.0,7113.0,6011.0,4471.0
70000.0,1,1,2,35,0,0,0,41845.0,40476.0,43687.0,3000.0,7000.0,10000.0
310000.0,1,1,2,36,0,0,0,0.0,326.0,326.0,326.0,0.0,0.0
220000.0,1,1,2,36,0,0,0,175334.0,179024.0,183050.0,6500.0,7000.0,27640.0
230000.0,1,1,2,39,0,0,0,2942.0,2520.0,2936.0,2520.0,2936.0,3493.0
80000.0,1,1,2,38,0,0,0,0.0,330.0,330.0,660.0,0.0,0.0
50000.0,1,1,2,35,0,0,0,44659.0,40893.0,-45.0,5023.0,0.0,0.0
200000.0,1,1,2,37,0,0,0,108932.0,110405.0,90226.0,5000.0,10000.0,5000.0
80000.0,1,1,2,37,0,0,0,24956.0,22145.0,33675.0,3000.0,18000.0,3047.0
350000.0,1,1,2,43,0,0,0,256706.0,257944.0,149040.0,7700.0,5162.0,5025.0
130000.0,1,1,2,42,0,0,0,3548.0,1958.0,1462.0,1010.0,1466.0,2581.0
80000.0,1,1,2,37,0,0,0,6712.0,1814.0,4811.0,1817.0,4817.0,1381.0
